LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5					
3	17TSB21MR-L3	Alongamento DT	37.00	47.00	41.67		1	I50958	4/4/2020	41.00	47.00	37.00							
3	17TSB21MR-L3	Módulo Elástico DM	1657.00	1657.00	1657.00		1	I50958	4/4/2020	1657.00									
3	17TSB21MR-L3	Módulo Elástico DT	2839.00	3380.00	3173.67		1	I50958	4/4/2020	3302.00	3380.00	2839.00							
3	17TSB21MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00		1	I50958	4/4/2020	5.00									
3	17TSB21MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00		1	I50958	4/4/2020	3.00									
3	17TSB21MR-L3	Haze/difusão	1.40	1.40	1.40		1	I50958	4/4/2020	1.40									
3	17TSB21MR-L3	Força de Selagem NT/NT	357.00	428.00	381.60		1	I50958	4/4/2020	402.00	357.00	362.00	359.00	428.00					
3	17TSB21MR-L3	TIS NT/NT	104.80	104.80	104.80		1	I50958	4/4/2020	104.80									
3	17TSB21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		1	I50958	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		2	I50959	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		3	I50960	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		4	I50961	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		1	I50958	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		2	I50959	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		3	I50960	4/4/2020	40.00									
3	17TSB21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		4	I50961	4/4/2020	40.00									
3	17TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		1	I50953	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	17TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		2	I50954	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	17TSBHTS21MR-L3	Tratamento Superficial CHAMA	44.00	46.00	45.20		3	I50955	4/4/2020	46.00	46.00	46.00	44.00	44.00					
3	17TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		4	I50956	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	17TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		5	I50957	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	17TSBHTS21MR-L3	Espessura	17.40	17.40	17.40		1	I50953	4/4/2020	17.40									
3	17TSBHTS21MR-L3	Espessura	16.50	16.80	16.64		2	I50954	4/4/2020	16.80	16.60	16.60	16.70	16.50					
3	17TSBHTS21MR-L3	Espessura	16.40	18.50	17.38		3	I50955	4/4/2020	16.40	18.10	18.50	17.00	16.90					
3	17TSBHTS21MR-L3	Espessura	16.40	17.80	17.44		4	I50956	4/4/2020	17.70	17.60	17.70	16.40	17.80					
3	17TSBHTS21MR-L3	Espessura	17.00	18.20	17.56		5	I50957	4/4/2020	17.40	17.70	17.50	18.20	17.00					
3	17TSBHTS21MR-L3	Gramatura	15.80	15.80	15.80		1	I50953	4/4/2020	15.80									
3	17TSBHTS21MR-L3	Rendimento	63.30	63.30	63.30		1	I50953	4/4/2020	63.30									
3	17TSBHTS21MR-L3	Densidade	0.91	0.91	0.91		1	I50953	4/4/2020	0.91									
3	17TSBHTS21MR-L3	COF NT/NT - DIN. Imediato	0.25	0.29	0.27		1	I50953	4/4/2020	0.29	0.25	0.26	0.28	0.29					
3	17TSBHTS21MR-L3	COF NT/NT - Est. Imediato	0.42	0.47	0.45		1	I50953	4/4/2020	0.47	0.47	0.45	0.42	0.45					
3	17TSBHTS21MR-L3	COF NT/NT - Din.	0.24	0.24	0.24		1	I50957	4/4/2020	0.24									
3	17TSBHTS21MR-L3	COF  NT/NT - Est.	0.35	0.35	0.35		1	I50957	4/4/2020	0.35									
3	17TSBHTS21MR-L3	Força de Tração DM	141.00	159.00	152.67		1	I50953	4/4/2020	141.00	159.00	158.00							
3	17TSBHTS21MR-L3	Força de Tração DT	253.00	320.00	287.33		1	I50953	4/4/2020	289.00	320.00	253.00							
3	17TSBHTS21MR-L3	Alongamento DM	184.00	207.00	198.33		1	I50953	4/4/2020	184.00	207.00	204.00							
3	17TSBHTS21MR-L3	Alongamento DT	32.00	61.00	47.33		1	I50953	4/4/2020	49.00	61.00	32.00							
3	17TSBHTS21MR-L3	Módulo Elástico DM	1256.00	1480.00	1341.67		1	I50953	4/4/2020	1256.00	1480.00	1289.00							
3	17TSBHTS21MR-L3	Módulo Elástico DT	2829.00	3287.00	3063.33		1	I50953	4/4/2020	3074.00	2829.00	3287.00							
3	17TSBHTS21MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00		1	I50953	4/4/2020	5.00									
3	17TSBHTS21MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00		1	I50953	4/4/2020	3.00									
3	17TSBHTS21MR-L3	Haze/difusão	1.50	1.60	1.57		1	I50953	4/4/2020	1.60	1.60	1.50							
3	17TSBHTS21MR-L3	Força de Selagem NT/NT	290.00	380.00	324.40		1	I50953	4/4/2020	329.00	312.00	380.00	311.00	290.00					
3	17TSBHTS21MR-L3	TIS NT/NT	104.00	104.00	104.00		1	I50953	4/4/2020	104.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		1	I50953	4/4/2020	42.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		2	I50954	4/4/2020	42.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		3	I50955	4/4/2020	40.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		4	I50956	4/4/2020	40.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		5	I50957	4/4/2020	42.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		1	I50953	4/4/2020	42.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		2	I50954	4/4/2020	42.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		3	I50955	4/4/2020	40.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		4	I50956	4/4/2020	40.00									
3	17TSBHTS21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		5	I50957	4/4/2020	42.00									
3	20TFCHSK30MR-L3	Espessura	20.00	20.60	20.26		1	I50962	4/4/2020	20.60	20.20	20.20	20.30	20.00					
3	20TFCHSK30MR-L3	Gramatura	18.70	18.70	18.70		1	I50962	4/4/2020	18.70									
3	20TFCHSK30MR-L3	Rendimento	53.50	53.50	53.50		1	I50962	4/4/2020	53.50									
3	20TFCHSK30MR-L3	Densidade	0.92	0.92	0.92		1	I50962	4/4/2020	0.92									
3	20TFCHSK30MR-L3	Força de Tração DM	138.00	155.00	146.33		1	I50962	4/4/2020	146.00	155.00	138.00							
3	20TFCHSK30MR-L3	Força de Tração DT	285.00	294.00	289.67		1	I50962	4/4/2020	290.00	285.00	294.00							
3	20TFCHSK30MR-L3	Alongamento DM	94.00	130.00	111.67		1	I50962	4/4/2020	111.00	130.00	94.00							
3	20TFCHSK30MR-L3	Alongamento DT	34.00	37.00	35.67		1	I50962	4/4/2020	37.00	34.00	36.00							
3	20TFCHSK30MR-L3	Módulo Elástico DM	1859.00	1859.00	1859.00		1	I50962	4/4/2020	1859.00									
3	20TFCHSK30MR-L3	Módulo Elástico DT	3706.00	4039.00	3885.00		1	I50962	4/4/2020	4039.00	3706.00	3910.00							
3	20TFCHSK30MR-L3	Estabilidade Dimensional DM	9.00	9.00	9.00		1	I50962	4/4/2020	9.00									
3	20TFCHSK30MR-L3	Estabilidade Dimensional DT	10.00	10.00	10.00		1	I50962	4/4/2020	10.00									
3	20TFCHSK30MR-L3	Haze/difusão	1.60	1.60	1.60		1	I50962	4/4/2020	1.60									
3	20TFCHSK30MR-L3	COF INT/INT - din. Imediato	0.29	0.40	0.33		1	I50962	4/4/2020	0.32	0.40	0.29	0.35	0.31					
3	20TFCHSK30MR-L3	COF INT/INT - est. Imediato	0.44	0.44	0.44		1	I50962	4/4/2020	0.44									
3	20TFCHSK30MR-L3	COF INT/INT - din.	0.23	0.27	0.25		1	I50962	4/4/2020	0.26	0.27	0.23							
3	20TFCHSK30MR-L3	COF INT/INT - est.	0.40	0.44	0.42		1	I50962	4/4/2020	0.43	0.40	0.44							
3	20TFCHSK30MR-L3	Força de Selagem INT/INT	317.00	573.00	395.80		1	I50962	4/4/2020	317.00	393.00	348.00	573.00	348.00					
3	20TFCHSK30MR-L3	Força de Selagem EXT/EXT	336.00	597.00	425.80		1	I50962	4/4/2020	597.00	411.00	388.00	336.00	397.00					
3	20TFCHSK30MR-L3	TIS INT/INT	103.70	103.70	103.70		1	I50962	4/4/2020	103.70									
3	20TFCHSK30MR-L3	TIS EXT/EXT	97.70	97.70	97.70		1	I50962	4/4/2020	97.70									
3	20TFCHSK30MR-L3	COF EXT/EXT din	0.24	0.26	0.25		1	I50962	4/4/2020	0.26	0.24	0.25							
3	20TFCHSK30MR-L3	COF EXT/EXT est.	0.35	0.41	0.37		1	I50962	4/4/2020	0.36	0.41	0.35							
3	20TFCHSK30MR-L3	COF EXT/EXT din - imediato	0.28	0.30	0.29		1	I50962	4/4/2020	0.30	0.30	0.28	0.29	0.29					
3	20TFCHSK30MR-L3	COF EXT/EXT est - imediato	0.42	0.42	0.42		1	I50962	4/4/2020	0.42									
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		1	I50935	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		2	I50936	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		3	I50937	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		4	I50938	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		5	I50939	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSB21MR-L3	Espessura	20.00	20.30	20.14		1	I50935	4/3/2020	20.20	20.00	20.10	20.30	20.10					
3	20TSB21MR-L3	Espessura	19.90	20.40	20.10		2	I50936	4/3/2020	19.90	20.00	20.00	20.20	20.40					
3	20TSB21MR-L3	Espessura	20.10	20.70	20.42		3	I50937	4/3/2020	20.30	20.10	20.70	20.50	20.50					
3	20TSB21MR-L3	Espessura	19.70	20.90	20.24		4	I50938	4/3/2020	20.10	20.20	20.90	19.70	20.30					
3	20TSB21MR-L3	Espessura	19.00	20.30	19.98		5	I50939	4/3/2020	20.30	20.20	20.20	20.20	19.00					
3	20TSB21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		1	I50935	4/3/2020	42.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		2	I50936	4/3/2020	44.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		3	I50937	4/3/2020	42.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		4	I50938	4/3/2020	44.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		5	I50939	4/3/2020	42.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		1	I50935	4/3/2020	42.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		2	I50936	4/3/2020	42.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00		3	I50937	4/3/2020	40.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LM	46.00	46.00	46.00		4	I50938	4/3/2020	46.00									
3	20TSB21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		5	I50939	4/3/2020	42.00									
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		1	I50940	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		2	I50941	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		3	I50942	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		4	I50943	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		5	I50944	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		6	I50945	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		7	I50946	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		8	I50947	4/3/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		9	I50948	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	44.00	46.00	44.80		10	I50949	4/4/2020	44.00	44.00	46.00	46.00	44.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	44.00	46.00	44.80		11	I50950	4/4/2020	44.00	46.00	46.00	44.00	44.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		12	I50951	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00		13	I50952	4/4/2020	46.00	46.00	46.00	46.00	46.00					
3	20TSBHTS21MR-L3	Espessura	20.40	20.40	20.40		1	I50940	4/3/2020	20.40									
3	20TSBHTS21MR-L3	Espessura	19.00	20.00	19.68		2	I50941	4/3/2020	19.70	20.00	19.00	19.90	19.80					
3	20TSBHTS21MR-L3	Espessura	20.20	20.20	20.20		3	I50942	4/3/2020	20.20									
3	20TSBHTS21MR-L3	Espessura	20.00	20.90	20.48		4	I50943	4/3/2020	20.90	20.90	20.40	20.20	20.00					
3	20TSBHTS21MR-L3	Espessura	20.00	20.60	20.20		5	I50944	4/3/2020	20.30	20.00	20.10	20.60	20.00					
3	20TSBHTS21MR-L3	Espessura	19.50	19.90	19.80		6	I50945	4/3/2020	19.50	19.90	19.80	19.90	19.90					
3	20TSBHTS21MR-L3	Espessura	19.80	20.40	20.14		7	I50946	4/3/2020	20.10	20.00	19.80	20.40	20.40					
3	20TSBHTS21MR-L3	Espessura	19.80	20.30	20.04		8	I50947	4/3/2020	20.10	20.00	20.30	20.00	19.80					
3	20TSBHTS21MR-L3	Espessura	19.40	20.30	19.78		9	I50948	4/4/2020	19.40	19.50	20.30	20.00	19.70					
3	20TSBHTS21MR-L3	Espessura	19.80	20.20	20.00		10	I50949	4/4/2020	19.80	19.90	20.20	20.10	20.00					
3	20TSBHTS21MR-L3	Espessura	20.10	21.00	20.52		11	I50950	4/4/2020	20.10	20.50	21.00	20.60	20.40					
3	20TSBHTS21MR-L3	Espessura	19.60	20.40	19.98		12	I50951	4/4/2020	20.40	19.90	19.60	20.00	20.00					
3	20TSBHTS21MR-L3	Espessura	19.60	20.40	19.84		13	I50952	4/4/2020	19.60	19.80	19.60	20.40	19.80					
3	20TSBHTS21MR-L3	Gramatura	18.50	18.50	18.50		1	I50940	4/3/2020	18.50									
3	20TSBHTS21MR-L3	Gramatura	18.30	18.30	18.30		2	I50942	4/3/2020	18.30									
3	20TSBHTS21MR-L3	Rendimento	54.10	54.10	54.10		1	I50940	4/3/2020	54.10									
3	20TSBHTS21MR-L3	Densidade	0.91	0.91	0.91		1	I50940	4/3/2020	0.91									
3	20TSBHTS21MR-L3	COF NT/NT - DIN. Imediato	0.23	0.30	0.25		1	I50940	4/3/2020	0.26	0.23	0.23	0.24	0.30					
3	20TSBHTS21MR-L3	COF NT/NT - DIN. Imediato	0.23	0.28	0.25		2	I50942	4/3/2020	0.28	0.23	0.24	0.25	0.25					
3	20TSBHTS21MR-L3	COF NT/NT - DIN. Imediato	0.22	0.29	0.26		3	I50944	4/3/2020	0.26	0.22	0.27	0.28	0.29					
3	20TSBHTS21MR-L3	COF NT/NT - DIN. Imediato	0.24	0.26	0.25		4	I50948	4/4/2020	0.24	0.25	0.25	0.26	0.26					
3	20TSBHTS21MR-L3	COF NT/NT - Est. Imediato	0.32	0.54	0.44		1	I50940	4/3/2020	0.54	0.43	0.32	0.48	0.41					
3	20TSBHTS21MR-L3	COF NT/NT - Est. Imediato	0.40	0.52	0.47		2	I50942	4/3/2020	0.48	0.47	0.46	0.40	0.52					
3	20TSBHTS21MR-L3	COF NT/NT - Est. Imediato	0.37	0.37	0.37		3	I50944	4/3/2020	0.37									
3	20TSBHTS21MR-L3	COF NT/NT - Est. Imediato	0.36	0.36	0.36		4	I50948	4/4/2020	0.36									
3	20TSBHTS21MR-L3	COF NT/NT - Din.	0.31	0.31	0.31		1	I50940	4/3/2020	0.31									
3	20TSBHTS21MR-L3	COF NT/NT - Din.	0.28	0.28	0.28		2	I50942	4/3/2020	0.28									
3	20TSBHTS21MR-L3	COF  NT/NT - Est.	0.41	0.41	0.41		1	I50940	4/3/2020	0.41									
3	20TSBHTS21MR-L3	COF  NT/NT - Est.	0.38	0.38	0.38		2	I50942	4/3/2020	0.38									
3	20TSBHTS21MR-L3	Força de Tração DM	155.00	172.00	164.33		1	I50940	4/3/2020	166.00	172.00	155.00							
3	20TSBHTS21MR-L3	Força de Tração DM	145.00	181.00	157.67		2	I50942	4/3/2020	147.00	145.00	181.00							
3	20TSBHTS21MR-L3	Força de Tração DT	235.00	314.00	283.00		1	I50940	4/3/2020	300.00	314.00	235.00							
3	20TSBHTS21MR-L3	Força de Tração DT	246.00	326.00	297.00		2	I50942	4/3/2020	246.00	326.00	319.00							
3	20TSBHTS21MR-L3	Alongamento DM	214.00	255.00	239.00		1	I50940	4/3/2020	255.00	248.00	214.00							
3	20TSBHTS21MR-L3	Alongamento DM	206.00	309.00	242.33		2	I50942	4/3/2020	206.00	212.00	309.00							
3	20TSBHTS21MR-L3	Alongamento DT	25.00	53.00	42.33		1	I50940	4/3/2020	49.00	53.00	25.00							
3	20TSBHTS21MR-L3	Alongamento DT	39.00	65.00	51.67		2	I50942	4/3/2020	39.00	65.00	51.00							
3	20TSBHTS21MR-L3	Módulo Elástico DM	1101.00	1430.00	1251.33		1	I50940	4/3/2020	1430.00	1101.00	1223.00							
3	20TSBHTS21MR-L3	Módulo Elástico DT	2778.00	3276.00	2999.67		1	I50940	4/3/2020	3276.00	2945.00	2778.00							
3	20TSBHTS21MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00		1	I50940	4/3/2020	5.00									
3	20TSBHTS21MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00		1	I50940	4/3/2020	3.00									
3	20TSBHTS21MR-L3	Haze/difusão	1.60	1.70	1.67		1	I50940	4/3/2020	1.70	1.60	1.70							
3	20TSBHTS21MR-L3	Força de Selagem NT/NT	333.00	540.00	437.40		1	I50940	4/3/2020	400.00	495.00	333.00	419.00	540.00					
3	20TSBHTS21MR-L3	Força de Selagem NT/NT	329.00	775.00	454.20		2	I50942	4/3/2020	338.00	329.00	467.00	775.00	362.00					
3	20TSBHTS21MR-L3	Força de Selagem NT/NT	308.00	421.00	361.60		3	I50944	4/3/2020	375.00	421.00	310.00	308.00	394.00					
3	20TSBHTS21MR-L3	Força de Selagem NT/NT	266.00	481.00	388.80		4	I50948	4/4/2020	266.00	378.00	481.00	450.00	369.00					
3	20TSBHTS21MR-L3	TIS NT/NT	102.80	102.80	102.80		1	I50940	4/3/2020	102.80									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		1	I50940	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		2	I50941	4/3/2020	42.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		3	I50942	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		4	I50943	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		5	I50944	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		6	I50945	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		7	I50946	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		8	I50947	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		9	I50948	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00		10	I50949	4/4/2020	40.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00		11	I50950	4/4/2020	42.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		12	I50951	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00		13	I50952	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		1	I50940	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		2	I50941	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		3	I50942	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		4	I50943	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		5	I50944	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		6	I50945	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		7	I50946	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		8	I50947	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		9	I50948	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		10	I50949	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00		11	I50950	4/4/2020	42.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		12	I50951	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00		13	I50952	4/4/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superf CHAMA prod final	44.00	44.00	44.00		1	I50940	4/3/2020	44.00									
3	20TSBHTS21MR-L3	Tensão superf CHAMA prod final	46.00	46.00	46.00		2	I50942	4/3/2020	46.00									
300	17TMSHTS10MET	Tratamento Superficial CHAMA	46.00	46.00	46.00		1	Q2985634	4/3/2020	46.00									
300	17TMSHTS10MET	COF NT/NT - Din.	0.25	0.25	0.25		1	Q2985634	4/3/2020	0.25	0.25	0.25							
300	17TMSHTS10MET	COF  NT/NT - Est.	0.30	0.34	0.31		1	Q2985634	4/3/2020	0.34	0.30	0.30							
300	17TMSHTS10MET	Densidade Óptica	2.25	2.25	2.25		1	Q2985634	4/3/2020	2.25									
300	20TMS10MET	Densidade Óptica	2.24	2.24	2.24		1	Q2985646	4/4/2020	2.24									
300	20TMS10MET	Densidade Óptica	2.30	2.30	2.30		2	Q2985647	4/4/2020	2.30									
300	20TMSHTS10MET	Tratamento Superficial CHAMA	46.00	46.00	46.00		1	N2978289	4/3/2020	46.00									
300	20TMSHTS10MET	COF NT/NT - Din.	0.26	0.29	0.28		1	N2978289	4/3/2020	0.28	0.26	0.29							
300	20TMSHTS10MET	COF  NT/NT - Est.	0.31	0.44	0.37		1	N2978289	4/3/2020	0.37	0.31	0.44							
300	20TMSHTS10MET	Densidade Óptica	2.53	2.53	2.53		1	N2978288	4/3/2020	2.53									
300	20TMSHTS10MET	Densidade Óptica	2.29	2.29	2.29		2	N2978289	4/3/2020	2.29									
300	20TMSHTS10MET	Densidade Óptica	2.26	2.26	2.26		3	N2987863	4/3/2020	2.26									
300	20TMSHTS10MET	Densidade Óptica	2.34	2.34	2.34		4	Q2985628	4/3/2020	2.34									
300	20TMSHTS10MET	Densidade Óptica	2.47	2.47	2.47		5	Q2985629	4/3/2020	2.47									
300	20TMSHTS10RET	Densidade Óptica	2.40	2.40	2.40		1	b29629211	4/4/2020	2.40									
302	25TMSL8210MET	Densidade Óptica	2.26	2.26	2.26		1	N2978294	4/4/2020	2.26									
302	25TMSL8210MET	Densidade Óptica	2.26	2.26	2.26		2	N2978295	4/4/2020	2.26									
302	25TMSL8210MET	Densidade Óptica	2.25	2.25	2.25		3	N2988087	4/4/2020	2.25									
302	25TMSL8210MET	Densidade Óptica	2.22	2.22	2.22		4	Q2985640	4/4/2020	2.22									
302	25TMSL8210MET	Densidade Óptica	2.30	2.30	2.30		5	Q2985642	4/4/2020	2.30									
400	17TMSHTS10	COF NT/NT - Din.	0.23	0.24	0.24		1	b2962900	4/3/2020	0.24	0.23	0.24							
400	17TMSHTS10	COF  NT/NT - Est.	0.28	0.31	0.29		1	b2962900	4/3/2020	0.31	0.28	0.29							
400	17TMSHTS10	Densidade Óptica	2.27	2.27	2.27		1	b2962900	4/3/2020	2.27									
400	20 TMS 10	COF NT/NT - Din.	0.24	0.32	0.27		1	b2962888	4/3/2020	0.32	0.24	0.25							
400	20 TMS 10	COF  NT/NT - Est.	0.34	0.38	0.36		1	b2962888	4/3/2020	0.38	0.34	0.36							
400	20 TMS 10	Densidade Óptica	2.45	2.45	2.45		1	b2962888	4/3/2020	2.45									
400	20TMSHTS10	COF NT/NT - Din.	0.25	0.29	0.27		1	B2968251.	4/3/2020	0.29	0.25	0.28							
400	20TMSHTS10	COF NT/NT - Din.	0.26	0.27	0.27		2	b2989838	4/3/2020	0.27	0.26	0.27							
400	20TMSHTS10	COF  NT/NT - Est.	0.38	0.45	0.42		1	B2968251.	4/3/2020	0.44	0.38	0.45							
400	20TMSHTS10	COF  NT/NT - Est.	0.34	0.37	0.35		2	b2989838	4/3/2020	0.34	0.35	0.37							
400	20TMSHTS10	Densidade Óptica	2.20	2.20	2.20		1	B2968251.	4/3/2020	2.20									
400	25TMSL8210	COF NT/NT - Din.	0.30	0.33	0.32		1	b2897932	4/4/2020	0.33	0.30	0.33							
400	25TMSL8210	COF  NT/NT - Est.	0.49	0.57	0.52		1	b2897932	4/4/2020	0.51	0.49	0.57							
400	25TMSL8210	Densidade Óptica	2.19	2.19	2.19		1	b2897932	4/4/2020	2.19									
