LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5										
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	50	J54244	2/23/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	51	J54246	2/23/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	52	J54247	2/23/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	53	J54248	2/24/2019	38.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	54	J54249	2/24/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	55	J54251	2/24/2019	38.00														
1	20TMA12MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	56	J54252	2/24/2019	38.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	57	J54254	2/24/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	58	J54257	2/24/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	59	J54258	2/24/2019	38.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	60	J54259	2/24/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	61	J54260	2/25/2019	38.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	62	J54261	2/25/2019	40.00														
1	20TMA12MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	63	J54262	2/25/2019	40.00														
1	20TMA12MR	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	1	J54120	2/13/2019	40.00														
1	20TMA12MR	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	2	J54121	2/13/2019	40.00														
1	20TMA12MR	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	1	J54120	2/13/2019	40.00														
1	20TMA12MR	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	2	J54121	2/13/2019	42.00														
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	40.80	1.10	1	J54130	2/14/2019	40.00	42.00	40.00	40.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	40.80	1.10	2	J54131	2/14/2019	40.00	40.00	42.00	42.00	40.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	38.00	38.00	38.00	0.00	3	J54167	2/17/2019	38.00														
1	20TMAPLN02MR	Tratamento Superficial CHAMA	38.00	38.00	38.00	0.00	4	J54169	2/17/2019	38.00														
1	20TMAPLN02MR	Tratamento Superficial CHAMA	42.00	42.00	42.00	0.00	5	J54170	2/17/2019	42.00	42.00	42.00	42.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	42.00	44.00	42.40	0.89	6	J54172	2/17/2019	42.00	42.00	42.00	44.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	44.00	44.00	44.00	0.00	7	J54173	2/17/2019	44.00	44.00	44.00	44.00	44.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	40.80	1.10	8	J54174	2/17/2019	42.00	40.00	40.00	42.00	40.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	42.00	44.00	42.80	1.10	9	J54176	2/17/2019	42.00	42.00	44.00	44.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	40.80	1.10	10	J54177	2/17/2019	40.00	42.00	40.00	40.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	41.60	0.89	11	J54178	2/17/2019	40.00	42.00	42.00	42.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	42.00	40.80	1.10	12	J54179	2/17/2019	40.00	40.00	42.00	42.00	40.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	40.00	44.00	42.80	1.79	13	J54263	2/25/2019	40.00	42.00	44.00	44.00	44.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	42.00	42.00	42.00	0.00	14	J54265	2/25/2019	42.00	42.00	42.00	42.00	42.00										
1	20TMAPLN02MR	Tratamento Superficial CHAMA	42.00	42.00	42.00	0.00	15	J54266	2/25/2019	42.00	42.00	42.00	42.00	42.00										
1	20TMAPLN02MR	Espessura	20.50	20.50	20.50	0.00	1	J54130	2/14/2019	20.50														
1	20TMAPLN02MR	Espessura	20.30	20.30	20.30	0.00	2	J54131	2/14/2019	20.30														
1	20TMAPLN02MR	Espessura	20.60	20.60	20.60	0.00	3	J54167	2/17/2019	20.60														
1	20TMAPLN02MR	Espessura	20.20	20.20	20.20	0.00	4	J54169	2/17/2019	20.20														
1	20TMAPLN02MR	Espessura	20.40	20.40	20.40	0.00	5	J54170	2/17/2019	20.40														
1	20TMAPLN02MR	Espessura	20.60	20.60	20.60	0.00	6	J54173	2/17/2019	20.60														
1	20TMAPLN02MR	Espessura	20.80	20.80	20.80	0.00	7	J54174	2/17/2019	20.80														
1	20TMAPLN02MR	Espessura	20.50	20.50	20.50	0.00	8	J54176	2/17/2019	20.50														
1	20TMAPLN02MR	Espessura	20.40	20.40	20.40	0.00	9	J54177	2/17/2019	20.40														
1	20TMAPLN02MR	Espessura	20.50	20.50	20.50	0.00	10	J54178	2/17/2019	20.50														
1	20TMAPLN02MR	Espessura	20.50	20.50	20.50	0.00	11	J54179	2/17/2019	20.50														
1	20TMAPLN02MR	Espessura	20.20	20.20	20.20	0.00	12	J54263	2/25/2019	20.20														
1	20TMAPLN02MR	Espessura	20.10	20.10	20.10	0.00	13	J54265	2/25/2019	20.10														
1	20TMAPLN02MR	Espessura	20.10	20.10	20.10	0.00	14	J54266	2/25/2019	20.10														
1	20TMAPLN02MR	Gramatura	17.90	17.90	17.90	0.00	1	J54130	2/14/2019	17.90														
1	20TMAPLN02MR	Gramatura	17.60	17.60	17.60	0.00	2	J54131	2/14/2019	17.60														
1	20TMAPLN02MR	Gramatura	17.90	17.90	17.90	0.00	3	J54167	2/17/2019	17.90														
1	20TMAPLN02MR	Gramatura	17.60	17.60	17.60	0.00	4	J54169	2/17/2019	17.60														
1	20TMAPLN02MR	Gramatura	17.70	17.70	17.70	0.00	5	J54170	2/17/2019	17.70														
1	20TMAPLN02MR	Gramatura	17.90	17.90	17.90	0.00	6	J54173	2/17/2019	17.90														
1	20TMAPLN02MR	Gramatura	18.10	18.10	18.10	0.00	7	J54174	2/17/2019	18.10														
1	20TMAPLN02MR	Gramatura	17.90	17.90	17.90	0.00	8	J54176	2/17/2019	17.90														
1	20TMAPLN02MR	Gramatura	17.70	17.70	17.70	0.00	9	J54177	2/17/2019	17.70														
1	20TMAPLN02MR	Gramatura	17.80	17.80	17.80	0.00	10	J54178	2/17/2019	17.80														
1	20TMAPLN02MR	Gramatura	17.80	17.80	17.80	0.00	11	J54179	2/17/2019	17.80														
1	20TMAPLN02MR	Gramatura	17.60	17.60	17.60	0.00	12	J54263	2/25/2019	17.60														
1	20TMAPLN02MR	Gramatura	17.50	17.50	17.50	0.00	13	J54265	2/25/2019	17.50														
1	20TMAPLN02MR	Gramatura	17.50	17.50	17.50	0.00	14	J54266	2/25/2019	17.50														
1	20TMAPLN02MR	Rendimento	55.90	55.90	55.90	0.00	1	J54167	2/17/2019	55.90														
1	20TMAPLN02MR	Rendimento	56.80	56.80	56.80	0.00	2	J54263	2/25/2019	56.80														
1	20TMAPLN02MR	Densidade	0.87	0.87	0.87	0.00	1	J54167	2/17/2019	0.87														
1	20TMAPLN02MR	Densidade	0.87	0.87	0.87	0.00	2	J54263	2/25/2019	0.87														
1	20TMAPLN02MR	COF NT/NT - DIN. Imediato	0.45	0.49	0.47	0.01	1	J54130	2/14/2019	0.47	0.49	0.47	0.46	0.45										
1	20TMAPLN02MR	COF NT/NT - DIN. Imediato	0.40	0.42	0.41	0.01	2	J54167	2/17/2019	0.41	0.42	0.40	0.41	0.41										
1	20TMAPLN02MR	COF NT/NT - DIN. Imediato	0.46	0.48	0.47	0.01	3	J54170	2/17/2019	0.46	0.48	0.48	0.47	0.47										
1	20TMAPLN02MR	COF NT/NT - DIN. Imediato	0.41	0.46	0.44	0.02	4	J54173	2/17/2019	0.43	0.45	0.46	0.45	0.41										
1	20TMAPLN02MR	COF NT/NT - DIN. Imediato	0.36	0.40	0.38	0.01	5	J54263	2/25/2019	0.36	0.38	0.40	0.38	0.38										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.16	0.21	0.18	0.02	1	J54130	2/14/2019	0.20	0.16	0.16	0.16	0.21										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.19	0.22	0.20	0.01	2	J54131	2/14/2019	0.22	0.19	0.19	0.19	0.21										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.18	0.24	0.21	0.03	3	J54167	2/17/2019	0.24	0.18	0.24	0.18	0.22										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.19	0.22	0.20	0.01	4	J54170	2/17/2019	0.22	0.19	0.20	0.19	0.21										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.17	0.25	0.20	0.03	5	J54173	2/17/2019	0.18	0.17	0.19	0.20	0.25										
1	20TMAPLN02MR	COF CHA/CHA - Din. Imediato	0.21	0.24	0.22	0.01	6	J54263	2/25/2019	0.23	0.21	0.21	0.24	0.23										
1	20TMAPLN02MR	COF NT/NT - Est. Imediato	0.55	0.59	0.57	0.02	1	J54130	2/14/2019	0.56	0.59	0.58	0.56	0.55										
1	20TMAPLN02MR	COF NT/NT - Est. Imediato	0.46	0.51	0.49	0.02	2	J54167	2/17/2019	0.49	0.50	0.51	0.46	0.49										
1	20TMAPLN02MR	COF NT/NT - Est. Imediato	0.55	0.58	0.56	0.01	3	J54170	2/17/2019	0.55	0.55	0.58	0.56	0.55										
1	20TMAPLN02MR	COF NT/NT - Est. Imediato	0.47	0.53	0.50	0.02	4	J54173	2/17/2019	0.50	0.52	0.53	0.50	0.47										
1	20TMAPLN02MR	COF NT/NT - Est. Imediato	0.40	0.43	0.42	0.01	5	J54263	2/25/2019	0.40	0.42	0.43	0.42	0.43										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.21	0.27	0.23	0.03	1	J54130	2/14/2019	0.24	0.21	0.21	0.24	0.27										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.24	0.28	0.26	0.02	2	J54131	2/14/2019	0.28	0.28	0.24	0.26	0.26										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.28	0.36	0.32	0.04	3	J54167	2/17/2019	0.33	0.28	0.36	0.28	0.34										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.25	0.28	0.27	0.01	4	J54170	2/17/2019	0.28	0.28	0.25	0.26	0.26										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.21	0.31	0.24	0.04	5	J54173	2/17/2019	0.22	0.21	0.23	0.24	0.31										
1	20TMAPLN02MR	COF CHA/CHA - Est. - Imediato	0.26	0.28	0.27	0.01	6	J54263	2/25/2019	0.28	0.26	0.26	0.28	0.28										
1	20TMAPLN02MR	COF NT/NT - Din.	0.25	0.25	0.25	0.00	1	J54130	2/14/2019	0.25														
1	20TMAPLN02MR	COF NT/NT - Din.	0.20	0.20	0.20	0.00	2	J54131	2/14/2019	0.20	0.20	0.20												
1	20TMAPLN02MR	COF NT/NT - Din.	0.25	0.25	0.25	0.00	3	J54167	2/17/2019	0.25	0.25	0.25												
1	20TMAPLN02MR	COF NT/NT - Din.	0.25	0.26	0.25	0.01	4	J54170	2/17/2019	0.25	0.26	0.25												
1	20TMAPLN02MR	COF NT/NT - Din.	0.25	0.25	0.25	0.00	5	J54263	2/25/2019	0.25														
1	20TMAPLN02MR	COF CHA/CHA - Din.	0.17	0.19	0.18	0.01	1	J54130	2/14/2019	0.19	0.18	0.17												
1	20TMAPLN02MR	COF CHA/CHA - Din.	0.22	0.23	0.22	0.01	2	J54131	2/14/2019	0.23	0.22	0.22												
1	20TMAPLN02MR	COF CHA/CHA - Din.	0.20	0.20	0.20	0.00	3	J54167	2/17/2019	0.20	0.20	0.20												
1	20TMAPLN02MR	COF CHA/CHA - Din.	0.18	0.19	0.18	0.01	4	J54170	2/17/2019	0.19	0.18	0.18												
1	20TMAPLN02MR	COF CHA/CHA - Din.	0.17	0.21	0.19	0.01	5	J54263	2/25/2019	0.19	0.20	0.20	0.19	0.18	0.17	0.21	0.19	0.21						
1	20TMAPLN02MR	COF  NT/NT - Est.	0.30	0.30	0.30	0.00	1	J54130	2/14/2019	0.30														
1	20TMAPLN02MR	COF  NT/NT - Est.	0.22	0.26	0.24	0.02	2	J54131	2/14/2019	0.26	0.22	0.24												
1	20TMAPLN02MR	COF  NT/NT - Est.	0.30	0.31	0.30	0.01	3	J54167	2/17/2019	0.30	0.30	0.31												
1	20TMAPLN02MR	COF  NT/NT - Est.	0.27	0.29	0.28	0.01	4	J54170	2/17/2019	0.27	0.29	0.28												
1	20TMAPLN02MR	COF  NT/NT - Est.	0.23	0.28	0.25	0.01	5	J54263	2/25/2019	0.25	0.25	0.24	0.28	0.25	0.26	0.24	0.23	0.24						
1	20TMAPLN02MR	COF CHA/CHA - Est.	0.20	0.23	0.21	0.02	1	J54130	2/14/2019	0.23	0.21	0.20												
1	20TMAPLN02MR	COF CHA/CHA - Est.	0.25	0.26	0.25	0.01	2	J54131	2/14/2019	0.25	0.26	0.25												
1	20TMAPLN02MR	COF CHA/CHA - Est.	0.22	0.23	0.23	0.01	3	J54167	2/17/2019	0.23	0.22	0.23												
1	20TMAPLN02MR	COF CHA/CHA - Est.	0.20	0.30	0.24	0.06	4	J54170	2/17/2019	0.21	0.30	0.20												
1	20TMAPLN02MR	COF CHA/CHA - Est.	0.20	0.23	0.22	0.01	5	J54263	2/25/2019	0.21	0.22	0.22	0.23	0.21	0.20	0.23	0.21	0.23						
1	20TMAPLN02MR	Força de Tração DM	130.00	137.00	134.67	4.04	1	J54130	2/14/2019	137.00	137.00	130.00												
1	20TMAPLN02MR	Força de Tração DM	127.00	138.00	131.67	5.69	2	J54167	2/17/2019	130.00	127.00	138.00												
1	20TMAPLN02MR	Força de Tração DM	133.00	145.00	140.67	6.66	3	J54170	2/17/2019	145.00	144.00	133.00												
1	20TMAPLN02MR	Força de Tração DM	130.00	133.00	132.00	1.73	4	J54263	2/25/2019	130.00	133.00	133.00												
1	20TMAPLN02MR	Força de Tração DT	224.00	252.00	234.33	15.37	1	J54130	2/14/2019	252.00	224.00	227.00												
1	20TMAPLN02MR	Força de Tração DT	225.00	234.00	230.00	4.58	2	J54167	2/17/2019	234.00	225.00	231.00												
1	20TMAPLN02MR	Força de Tração DT	230.00	261.00	246.00	15.52	3	J54170	2/17/2019	247.00	261.00	230.00												
1	20TMAPLN02MR	Força de Tração DT	227.00	248.00	237.00	10.54	4	J54263	2/25/2019	227.00	248.00	236.00												
1	20TMAPLN02MR	Alongamento DM	192.00	222.00	209.33	15.53	1	J54130	2/14/2019	214.00	222.00	192.00												
1	20TMAPLN02MR	Alongamento DM	187.00	222.00	205.33	17.56	2	J54167	2/17/2019	207.00	187.00	222.00												
1	20TMAPLN02MR	Alongamento DM	210.00	228.00	216.67	9.87	3	J54170	2/17/2019	228.00	212.00	210.00												
1	20TMAPLN02MR	Alongamento DM	172.00	205.00	192.00	17.58	4	J54263	2/25/2019	172.00	205.00	199.00												
1	20TMAPLN02MR	Alongamento DT	44.00	69.00	52.67	14.15	1	J54130	2/14/2019	69.00	45.00	44.00												
1	20TMAPLN02MR	Alongamento DT	46.00	52.00	48.33	3.21	2	J54167	2/17/2019	46.00	47.00	52.00												
1	20TMAPLN02MR	Alongamento DT	43.00	58.00	52.00	7.94	3	J54170	2/17/2019	55.00	58.00	43.00												
1	20TMAPLN02MR	Alongamento DT	40.00	46.00	42.67	3.06	4	J54263	2/25/2019	40.00	46.00	42.00												
1	20TMAPLN02MR	Módulo Elástico DM	1189.00	1447.00	1357.00	145.62	1	J54130	2/14/2019	1189.00	1435.00	1447.00												
1	20TMAPLN02MR	Módulo Elástico DM	1232.00	1649.00	1409.33	215.37	2	J54167	2/17/2019	1649.00	1232.00	1347.00												
1	20TMAPLN02MR	Módulo Elástico DM	1138.00	1515.00	1330.00	188.60	3	J54263	2/25/2019	1138.00	1515.00	1337.00												
1	20TMAPLN02MR	Módulo Elástico DT	2544.00	2613.00	2582.00	35.03	1	J54130	2/14/2019	2589.00	2613.00	2544.00												
1	20TMAPLN02MR	Módulo Elástico DT	2084.00	2286.00	2205.00	106.78	2	J54167	2/17/2019	2084.00	2245.00	2286.00												
1	20TMAPLN02MR	Módulo Elástico DT	2519.00	2772.00	2659.33	128.75	3	J54263	2/25/2019	2519.00	2772.00	2687.00												
1	20TMAPLN02MR	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	1	J54130	2/14/2019	4.00														
1	20TMAPLN02MR	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	2	J54167	2/17/2019	4.00	4.00	4.00												
1	20TMAPLN02MR	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	3	J54263	2/25/2019	4.00														
1	20TMAPLN02MR	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	1	J54130	2/14/2019	2.00														
1	20TMAPLN02MR	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	2	J54167	2/17/2019	3.00	3.00	3.00												
1	20TMAPLN02MR	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	3	J54263	2/25/2019	2.00														
1	20TMAPLN02MR	Brilho 45°	54.00	55.00	54.67	0.58	1	J54130	2/14/2019	55.00	55.00	54.00												
1	20TMAPLN02MR	Brilho 45°	53.00	55.00	54.00	1.00	2	J54167	2/17/2019	53.00	54.00	55.00												
1	20TMAPLN02MR	Brilho 45°	54.00	55.00	54.33	0.58	3	J54263	2/25/2019	54.00	55.00	54.00												
1	20TMAPLN02MR	Haze/difusão	74.00	75.00	74.33	0.58	1	J54130	2/14/2019	74.00	74.00	75.00												
1	20TMAPLN02MR	Haze/difusão	76.00	78.00	77.33	1.15	2	J54167	2/17/2019	78.00	78.00	76.00												
1	20TMAPLN02MR	Haze/difusão	75.00	76.00	75.40	0.55	3	J54263	2/25/2019	75.00	75.00	76.00	76.00	75.00										
1	20TMAPLN02MR	Brilho Matte	12.00	13.00	12.33	0.58	1	J54130	2/14/2019	12.00	12.00	13.00												
1	20TMAPLN02MR	Brilho Matte	11.00	11.00	11.00	0.00	2	J54167	2/17/2019	11.00	11.00	11.00												
1	20TMAPLN02MR	Brilho Matte	12.00	12.00	12.00	0.00	3	J54263	2/25/2019	12.00	12.00	12.00												
1	20TMAPLN02MR	COF NT/NT - din - 24h	0.19	0.20	0.19	0.01	1	J54130	2/14/2019	0.20	0.19	0.19												
1	20TMAPLN02MR	COF NT/NT - din - 24h	0.21	0.24	0.22	0.01	2	J54263	2/25/2019	0.23	0.22	0.22	0.23	0.24	0.22	0.21	0.21							
1	20TMAPLN02MR	COF NT/NT - est. - 24h	0.22	0.24	0.23	0.01	1	J54130	2/14/2019	0.23	0.22	0.24												
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	1	J54130	2/14/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	2	J54131	2/14/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	34.00	34.00	34.00	0.00	3	J54167	2/17/2019	34.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	34.00	34.00	34.00	0.00	4	J54169	2/17/2019	34.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	5	J54170	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	6	J54172	2/17/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	7	J54173	2/17/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	8	J54174	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	9	J54176	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	10	J54177	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	11	J54178	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	12	J54179	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	13	J54263	2/25/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	14	J54265	2/25/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	15	J54266	2/25/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	1	J54130	2/14/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	2	J54131	2/14/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	34.00	34.00	34.00	0.00	3	J54167	2/17/2019	34.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	34.00	34.00	34.00	0.00	4	J54169	2/17/2019	34.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	36.00	36.00	36.00	0.00	5	J54170	2/17/2019	36.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	6	J54172	2/17/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	7	J54173	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	8	J54174	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	9	J54176	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	10	J54177	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	11	J54178	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	12	J54179	2/17/2019	38.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	42.00	42.00	42.00	0.00	13	J54263	2/25/2019	42.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	14	J54265	2/25/2019	40.00														
1	20TMAPLN02MR	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	15	J54266	2/25/2019	40.00														
1	20TMAPLN02MR	Tensão superf CHAMA prod final	38.00	38.00	38.00	0.00	1	J54130	2/14/2019	38.00														
1	20TMAPLN02MR	Tensão superf CHAMA prod final	38.00	38.00	38.00	0.00	2	J54131	2/14/2019	38.00														
1	20TSY32MR	Tratamento Superficial CORONA	38.00	40.00	39.60	0.89	1	J53988	2/1/2019	40.00	40.00	40.00	40.00	38.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.80	1.10	2	J53989	2/1/2019	40.00	40.00	42.00	42.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	3	J53990	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	4	J53991	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	5	J53995	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	6	J53996	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	7	J53997	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	8	J53998	2/1/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	9	J54000	2/2/2019	44.00	44.00	44.00	44.00	44.00										
1	20TSY32MR	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	10	J54001	2/2/2019	44.00	44.00	44.00	44.00	44.00										
1	20TSY32MR	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	11	J54002	2/2/2019	44.00	44.00	44.00	44.00	44.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	41.20	1.10	12	J54003	2/2/2019	40.00	42.00	42.00	42.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	38.00	42.00	40.40	1.67	13	J54004	2/2/2019	40.00	42.00	38.00	40.00	42.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.80	1.10	14	J54005	2/3/2019	40.00	42.00	42.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	38.00	42.00	40.40	1.67	15	J54006	2/3/2019	38.00	42.00	40.00	42.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	16	J54007	2/3/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	17	J54008	2/3/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	18	J54026	2/4/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	41.20	1.10	19	J54027	2/4/2019	40.00	42.00	42.00	42.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.40	0.89	20	J54029	2/5/2019	40.00	42.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	41.20	1.10	21	J54030	2/5/2019	42.00	42.00	40.00	40.00	42.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	22	J54031	2/5/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	41.20	1.10	23	J54032	2/5/2019	40.00	42.00	40.00	42.00	42.00										
1	20TSY32MR	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	24	J54033	2/5/2019	42.00	42.00	42.00	42.00	42.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	25	J54034	2/5/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	40.00	40.00	0.00	26	J54035	2/5/2019	40.00	40.00	40.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	41.20	1.10	27	J54036	2/5/2019	40.00	42.00	42.00	40.00	42.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.80	1.10	28	J54037	2/5/2019	40.00	40.00	42.00	42.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.80	1.10	29	J54038	2/5/2019	40.00	42.00	42.00	40.00	40.00										
1	20TSY32MR	Tratamento Superficial CORONA	40.00	42.00	40.40	0.89	30	J54039	2/6/2019	40.00	40.00	40.00	42.00	40.00										
